id,date,h_humidity,h_temperature,a_humidity,a_temperature,a_voc,w_temperature,w_alarm
78164,2024-05-25 20:39:32.310304+00:00,44.0,25.5,44.1,24.9,84,24.3,True
78181,2024-05-25 20:55:32.397048+00:00,44.0,25.5,44.1,24.9,77,24.3,True
78201,2024-05-25 21:24:39.542305+00:00,44.0,25.5,44.1,24.9,88,24.3,True
78218,2024-05-25 21:38:00.195547+00:00,44.0,25.5,44.1,24.8,82,24.3,True
78235,2024-05-25 21:53:57.002032+00:00,44.0,25.5,44.1,24.8,79,24.3,True
78253,2024-05-25 22:24:42.552195+00:00,44.0,25.4,44.1,24.8,85,24.3,True
78270,2024-05-25 22:38:03.178424+00:00,44.0,25.4,44.2,24.7,84,24.3,True
78287,2024-05-25 22:53:59.807481+00:00,44.0,25.4,44.2,24.7,83,24.3,True
78307,2024-05-25 23:19:40.190726+00:00,44.0,25.4,44.3,24.7,84,24.3,True
78324,2024-05-25 23:36:21.714599+00:00,44.0,25.3,44.3,24.6,80,24.3,True
78344,2024-05-26 00:05:37.442923+00:00,44.0,25.3,44.3,24.5,80,24.3,True
78361,2024-05-26 00:28:08.624102+00:00,44.0,25.3,44.4,24.5,82,24.3,True
78378,2024-05-26 00:34:46.375915+00:00,44.0,25.3,44.4,24.5,85,24.3,True
78396,2024-05-26 01:04:21.482540+00:00,42.0,25.2,44.4,24.5,82,24.3,True
78413,2024-05-26 01:28:11.651430+00:00,44.0,25.2,44.5,24.5,80,24.3,True
78430,2024-05-26 01:34:48.983530+00:00,44.0,25.2,44.5,24.5,89,24.3,True
78450,2024-05-26 02:09:48.661098+00:00,44.0,25.2,44.5,24.5,78,24.3,True
78467,2024-05-26 02:27:11.368732+00:00,44.0,25.2,44.5,24.4,78,24.3,True
78487,2024-05-26 02:54:55.452815+00:00,44.0,25.2,44.5,24.4,75,24.3,True
78504,2024-05-26 03:08:16.635306+00:00,44.0,25.1,44.5,24.3,76,24.3,True
78521,2024-05-26 03:25:15.092338+00:00,44.0,25.1,44.5,24.4,78,24.3,True
78541,2024-05-26 03:49:53.685898+00:00,44.0,25.1,44.5,24.3,78,24.3,True
78558,2024-05-26 04:07:15.842313+00:00,44.0,25.1,44.5,24.3,77,24.3,True
78578,2024-05-26 04:42:00.855209+00:00,44.0,25.0,44.5,24.3,79,24.3,True
78595,2024-05-26 04:58:22.164880+00:00,44.0,25.0,44.5,24.2,73,24.3,True
78612,2024-05-26 05:05:19.496686+00:00,44.0,25.0,44.5,24.2,73,24.3,True
78632,2024-05-26 05:39:59.228756+00:00,44.0,25.0,44.5,24.2,77,24.3,True
78649,2024-05-26 05:57:20.848110+00:00,44.0,25.0,44.5,24.2,75,24.3,True
78669,2024-05-26 06:28:06.206417+00:00,44.0,25.0,44.4,24.1,69,24.3,True
78686,2024-05-26 06:38:27.129833+00:00,44.0,24.9,44.4,24.2,76,24.3,True
78703,2024-05-26 06:55:24.507115+00:00,44.0,24.9,44.3,24.1,80,24.3,True
78721,2024-05-26 07:23:09.279058+00:00,44.0,24.9,44.3,24.1,77,24.3,True
78738,2024-05-26 07:38:30.061220+00:00,44.0,25.0,44.3,24.2,72,24.3,True
78755,2024-05-26 07:55:48.194771+00:00,44.0,24.9,44.3,24.2,72,24.3,True
78775,2024-05-26 08:20:07.058076+00:00,44.0,25.0,44.3,24.2,70,24.3,True
78792,2024-05-26 08:37:49.010222+00:00,44.0,25.0,44.3,24.2,72,24.3,True
78812,2024-05-26 09:06:44.350299+00:00,44.0,25.0,44.2,24.2,74,24.3,True
78829,2024-05-26 09:28:35.442705+00:00,44.0,25.0,44.3,24.3,78,24.3,True
78846,2024-05-26 09:36:13.700884+00:00,44.0,25.0,44.3,24.2,74,24.3,True
78866,2024-05-26 10:10:12.526186+00:00,44.0,25.0,44.3,24.3,69,24.3,True
78883,2024-05-26 10:28:15.077172+00:00,44.0,25.0,44.3,24.3,68,24.3,True
78903,2024-05-26 10:55:50.781532+00:00,44.0,25.0,44.3,24.4,70,24.3,True
78920,2024-05-26 11:08:40.429353+00:00,44.0,25.1,44.3,24.4,63,24.3,True
78937,2024-05-26 11:26:39.763953+00:00,44.0,25.1,44.3,24.4,75,24.3,True
78957,2024-05-26 11:50:17.523006+00:00,44.0,25.1,44.2,24.4,72,24.3,True
78974,2024-05-26 12:08:40.569515+00:00,44.0,25.1,44.2,24.4,80,24.3,True
78994,2024-05-26 12:42:25.107509+00:00,44.0,25.2,44.2,24.5,73,24.3,True
79011,2024-05-26 12:48:45.407189+00:00,44.0,25.2,44.0,24.5,76,24.3,True
79035,2024-05-26 13:20:22.009475+00:00,44.0,25.2,43.9,24.5,71,24.3,True
79052,2024-05-26 13:39:05.683166+00:00,44.0,25.2,43.8,24.5,73,24.3,True
79072,2024-05-26 14:12:29.591903+00:00,44.0,25.2,43.8,24.5,69,24.3,True
79089,2024-05-26 14:18:49.875736+00:00,44.0,25.2,43.7,24.5,69,24.3,True
79106,2024-05-26 14:37:30.412880+00:00,44.0,25.3,43.6,24.6,68,24.3,True
79126,2024-05-26 15:10:27.421771+00:00,44.0,25.3,43.5,24.6,66,24.3,True
79143,2024-05-26 15:19:31.408907+00:00,43.0,25.3,43.5,24.7,66,24.3,True
79163,2024-05-26 15:56:35.670502+00:00,43.0,25.3,43.4,24.7,65,24.3,True
79180,2024-05-26 16:08:55.265365+00:00,43.0,25.3,43.2,24.7,67,24.3,True
79202,2024-05-26 16:36:37.644084+00:00,43.0,25.3,43.1,24.7,68,24.3,True
79219,2024-05-26 16:48:57.238022+00:00,43.0,25.3,43.1,24.7,59,24.3,True
79236,2024-05-26 17:07:37.327321+00:00,43.0,25.4,43.0,24.7,60,24.3,True
79256,2024-05-26 17:40:34.793213+00:00,43.0,25.4,42.9,24.7,69,24.3,True
79273,2024-05-26 17:49:38.047960+00:00,43.0,25.4,42.9,24.8,65,24.3,True
79293,2024-05-26 18:21:11.750483+00:00,43.0,25.4,42.9,24.8,61,24.3,True
79310,2024-05-26 18:39:02.563872+00:00,43.0,25.4,42.8,24.9,66,24.3,True
79327,2024-05-26 18:57:41.872265+00:00,43.0,25.4,42.8,24.9,65,24.3,True
79347,2024-05-26 19:20:39.488551+00:00,43.0,25.5,42.7,24.9,55,24.3,True
79364,2024-05-26 19:39:42.707209+00:00,43.0,25.5,42.6,25.0,60,24.3,True
79384,2024-05-26 20:09:46.776929+00:00,43.0,25.6,42.5,25.0,62,24.3,True
79401,2024-05-26 20:19:07.301309+00:00,43.0,25.6,42.4,25.2,58,24.3,True
79418,2024-05-26 20:38:07.315757+00:00,43.0,25.7,42.2,25.2,59,24.3,True
79438,2024-05-26 21:10:45.006239+00:00,42.0,25.8,42.0,25.3,56,24.3,True
79455,2024-05-26 21:20:29.155988+00:00,42.0,25.7,42.0,25.3,56,24.3,True
79475,2024-05-26 21:49:53.008682+00:00,42.0,25.8,42.0,25.3,52,24.3,True
79492,2024-05-26 22:09:13.018176+00:00,42.0,25.7,42.0,25.2,66,24.3,True
79514,2024-05-26 22:42:54.817576+00:00,42.0,25.7,42.0,25.2,49,24.3,True
79531,2024-05-26 22:49:15.081961+00:00,42.0,25.6,42.0,25.1,57,24.3,True
79548,2024-05-26 23:08:56.413503+00:00,42.0,25.6,42.1,25.0,60,24.3,True
79568,2024-05-26 23:40:52.641602+00:00,42.0,25.6,42.1,25.0,62,24.3,True
79587,2024-05-26 23:48:58.437775+00:00,42.0,25.6,42.1,25.0,60,24.3,True
79607,2024-05-27 00:20:54.473553+00:00,42.0,25.5,42.2,24.9,56,24.3,True
79624,2024-05-27 00:41:20.751323+00:00,42.0,25.5,42.2,24.9,60,24.3,True
79644,2024-05-27 01:12:32.121570+00:00,42.0,25.4,42.2,24.8,47,24.3,True
79661,2024-05-27 01:19:22.294210+00:00,42.0,25.5,42.3,24.7,59,24.3,True
79683,2024-05-27 01:48:35.728982+00:00,42.0,25.4,42.2,24.7,53,24.3,True
79700,2024-05-27 02:09:24.697880+00:00,42.0,25.4,42.4,24.7,56,24.3,True
79717,2024-05-27 02:19:46.948078+00:00,42.0,25.4,42.3,24.7,58,24.3,True
79737,2024-05-27 02:51:01.716337+00:00,42.0,25.3,42.5,24.6,56,24.3,True
79754,2024-05-27 03:11:48.203863+00:00,42.0,25.3,42.5,24.6,65,24.3,True
79774,2024-05-27 03:40:39.468831+00:00,42.0,25.3,42.5,24.6,52,24.3,True
79791,2024-05-27 03:49:29.741506+00:00,42.0,25.3,42.5,24.5,55,24.3,True
79808,2024-05-27 04:09:51.749855+00:00,42.0,25.2,42.5,24.5,56,24.3,True
79830,2024-05-27 04:39:32.303363+00:00,42.0,25.2,42.5,24.5,65,24.3,True
79847,2024-05-27 04:49:53.712896+00:00,42.0,25.2,42.6,24.5,66,24.3,True
79867,2024-05-27 05:21:09.393895+00:00,42.0,25.2,42.7,24.5,55,24.3,True
79884,2024-05-27 05:41:54.880252+00:00,42.0,25.2,42.7,24.4,49,24.3,True
79904,2024-05-27 06:09:17.789034+00:00,42.0,25.1,42.7,24.4,53,24.3,True
79919,2024-05-27 06:21:12.357503+00:00,42.0,25.1,42.3,24.4,34,24.3,True
79936,2024-05-27 06:41:57.441553+00:00,41.0,25.2,41.0,24.4,24,24.3,True
79956,2024-05-27 07:07:48.746064+00:00,41.0,25.1,41.1,24.3,20,24.3,True
79973,2024-05-27 07:19:40.327158+00:00,40.0,25.0,40.8,24.3,13,24.3,True
79990,2024-05-27 07:40:01.079193+00:00,40.0,25.0,40.4,24.3,5,24.3,True
80010,2024-05-27 08:11:17.906311+00:00,41.0,25.0,41.2,24.3,20,24.3,True
80027,2024-05-27 08:22:23.098250+00:00,41.0,25.0,41.4,24.3,21,24.3,True
80047,2024-05-27 08:50:25.249047+00:00,42.0,25.1,42.1,24.4,34,24.3,True
80064,2024-05-27 09:09:45.845989+00:00,42.0,25.1,43.0,24.5,46,24.3,True
80081,2024-05-27 09:20:47.737939+00:00,43.0,25.2,43.4,24.5,53,24.3,True
80101,2024-05-27 09:51:22.903278+00:00,43.0,25.2,42.3,24.5,30,24.3,True
80118,2024-05-27 10:12:48.998656+00:00,43.0,25.3,42.8,24.6,40,24.3,True
80138,2024-05-27 10:37:31.210265+00:00,46.0,25.4,45.4,24.7,111,24.3,True
80155,2024-05-27 10:49:50.767606+00:00,48.0,25.6,49.9,24.9,121,24.3,True
80172,2024-05-27 11:10:14.344177+00:00,48.0,25.9,49.8,25.1,124,24.3,True
80192,2024-05-27 11:41:28.302079+00:00,47.0,26.1,47.3,25.2,100,24.3,True
80209,2024-05-27 11:51:15.080480+00:00,44.0,26.2,46.4,25.4,96,24.3,True
80231,2024-05-27 12:21:30.231909+00:00,45.0,26.4,45.4,25.5,82,24.3,True
80248,2024-05-27 12:41:38.086957+00:00,39.0,26.4,42.0,25.6,47,24.3,True
80268,2024-05-27 13:07:08.057547+00:00,39.0,26.4,40.5,25.6,15,24.3,True
80285,2024-05-27 13:19:58.180219+00:00,37.0,26.2,37.7,25.5,0,24.3,True
80302,2024-05-27 13:38:41.842133+00:00,35.0,26.1,36.6,25.5,0,24.3,True
80322,2024-05-27 14:11:35.802990+00:00,35.0,26.0,35.6,25.5,3,24.3,True
80339,2024-05-27 14:22:03.993167+00:00,35.0,25.9,35.6,25.4,15,24.3,True
80359,2024-05-27 14:53:43.497110+00:00,37.0,25.9,35.9,25.4,7,24.3,True
80376,2024-05-27 15:10:03.733415+00:00,36.0,25.9,35.5,25.4,9,24.3,True
80393,2024-05-27 15:19:07.907999+00:00,36.0,25.9,35.5,25.4,0,24.3,True
80413,2024-05-27 15:51:40.904111+00:00,36.0,25.9,35.5,25.4,7,24.3,True
80430,2024-05-27 16:12:09.390441+00:00,35.0,25.8,34.2,25.3,5,24.3,True
80450,2024-05-27 16:33:42.985124+00:00,34.0,25.8,33.8,25.3,5,24.3,True
80467,2024-05-27 16:52:11.277631+00:00,35.0,25.8,34.1,25.3,22,24.3,True
80487,2024-05-27 17:20:50.372676+00:00,36.0,25.8,35.8,25.3,36,24.3,True
80504,2024-05-27 17:40:11.375353+00:00,36.0,25.8,36.9,25.3,45,24.3,True
80521,2024-05-27 17:49:14.856633+00:00,37.0,25.8,37.2,25.3,45,24.3,True
80541,2024-05-27 18:21:48.569783+00:00,38.0,25.8,38.1,25.3,73,24.3,True
80558,2024-05-27 18:42:16.179730+00:00,39.0,25.8,39.0,25.4,76,24.3,True
80578,2024-05-27 19:05:23.787608+00:00,38.0,26.0,39.0,25.4,75,24.3,True
80595,2024-05-27 19:20:16.593000+00:00,38.0,26.0,38.0,25.4,63,24.3,True
80612,2024-05-27 19:39:19.937345+00:00,38.0,26.0,37.6,25.4,66,24.3,True
80632,2024-05-27 20:11:54.254046+00:00,37.0,25.9,36.9,25.4,49,24.3,True
80649,2024-05-27 20:22:41.780644+00:00,37.0,25.9,36.5,25.3,48,24.3,True
80669,2024-05-27 20:48:30.156706+00:00,36.0,25.9,36.2,25.3,45,24.3,True
80686,2024-05-27 21:10:22.233123+00:00,36.0,25.9,36.3,25.3,47,24.3,True
80703,2024-05-27 21:20:06.337871+00:00,37.0,25.8,36.4,25.2,49,24.3,True
80723,2024-05-27 21:51:59.415278+00:00,37.0,25.8,36.6,25.2,57,24.3,True
80740,2024-05-27 22:13:07.692008+00:00,37.0,25.7,36.7,25.0,59,24.3,True
80760,2024-05-27 22:37:37.732921+00:00,37.0,25.7,36.8,25.0,65,24.3,True
80777,2024-05-27 22:50:27.360426+00:00,37.0,25.7,37.1,25.0,72,24.3,True
80794,2024-05-27 23:10:32.245073+00:00,37.0,25.6,37.2,25.0,71,24.3,True
80814,2024-05-27 23:42:04.825790+00:00,37.0,25.6,37.4,24.9,78,24.3,True
80831,2024-05-27 23:53:33.137850+00:00,38.0,25.6,37.5,24.9,74,24.3,True
80851,2024-05-28 00:23:13.856273+00:00,38.0,25.5,37.6,24.8,78,24.3,True
80868,2024-05-28 00:40:32.723233+00:00,38.0,25.5,37.7,24.8,76,24.3,True
80885,2024-05-28 00:50:57.639940+00:00,38.0,25.5,37.8,24.8,86,24.3,True
80905,2024-05-28 01:22:09.813070+00:00,38.0,25.4,37.9,24.7,87,24.3,True
80922,2024-05-28 01:33:58.634329+00:00,38.0,25.5,38.0,24.7,87,24.3,True
80942,2024-05-28 02:10:18.124549+00:00,38.0,25.4,38.0,24.7,86,24.3,True
80959,2024-05-28 02:20:37.611724+00:00,38.0,25.4,38.1,24.6,83,24.3,True
80976,2024-05-28 02:41:23.724789+00:00,38.0,25.3,38.2,24.6,80,24.3,True
80996,2024-05-28 03:12:15.105511+00:00,38.0,25.4,38.3,24.6,97,24.3,True
81013,2024-05-28 03:24:24.671125+00:00,38.0,25.4,38.3,24.5,93,24.3,True
81033,2024-05-28 03:49:24.066118+00:00,38.0,25.3,38.4,24.5,92,24.3,True
81050,2024-05-28 04:10:43.128504+00:00,38.0,25.3,38.5,24.5,98,24.3,True
81067,2024-05-28 04:21:28.379226+00:00,38.0,25.3,38.5,24.5,92,24.3,True
81087,2024-05-28 04:52:20.154275+00:00,38.0,25.2,38.6,24.5,87,24.3,True
81104,2024-05-28 05:04:29.380237+00:00,39.0,25.2,38.7,24.4,88,24.3,True
81124,2024-05-28 05:40:29.499475+00:00,39.0,25.2,38.7,24.5,88,24.3,True
81141,2024-05-28 05:50:48.026117+00:00,39.0,25.2,38.8,24.4,90,24.3,True
81158,2024-05-28 06:11:33.424873+00:00,39.0,25.2,38.8,24.4,92,24.3,True
81178,2024-05-28 06:42:25.531182+00:00,39.0,25.2,38.7,24.4,81,24.3,True
81195,2024-05-28 06:54:34.418361+00:00,39.0,25.2,38.8,24.4,81,24.3,True
81215,2024-05-28 07:21:58.509103+00:00,39.0,25.2,38.8,24.3,86,24.3,True
81232,2024-05-28 07:40:53.439764+00:00,39.0,25.1,38.7,24.3,84,24.3,True
81249,2024-05-28 07:51:59.244527+00:00,39.0,25.1,38.7,24.4,81,24.3,True
81269,2024-05-28 08:22:06.796555+00:00,39.0,25.2,43.3,24.4,161,24.3,True
81286,2024-05-28 08:39:01.226660+00:00,48.0,25.3,47.9,24.6,184,24.3,True
81306,2024-05-28 09:12:39.417734+00:00,49.0,25.7,49.2,24.7,230,24.3,True
81323,2024-05-28 09:19:39.709427+00:00,51.0,25.9,52.7,25.1,251,24.3,True
81340,2024-05-28 09:37:25.665894+00:00,54.0,26.3,55.5,25.3,272,24.3,True
81360,2024-05-28 10:10:12.327463+00:00,55.0,26.6,53.9,25.5,247,24.3,True
81377,2024-05-28 10:22:28.791687+00:00,48.0,26.7,49.2,25.8,198,24.3,True
81397,2024-05-28 10:54:14.716768+00:00,45.0,26.7,47.8,25.8,146,24.3,True
81414,2024-05-28 11:03:37.607597+00:00,44.0,26.6,43.8,25.7,136,24.3,True
81431,2024-05-28 11:25:51.839119+00:00,42.0,26.4,41.9,25.6,107,24.3,True
81451,2024-05-28 11:53:44.201676+00:00,41.0,26.3,42.4,25.5,119,24.3,True
81468,2024-05-28 12:13:15.845145+00:00,41.0,26.2,42.2,25.4,142,24.3,True
81488,2024-05-28 12:42:50.344828+00:00,42.0,26.2,42.6,25.5,157,24.3,True
81504,2024-05-28 12:52:51.236573+00:00,44.0,26.2,43.5,25.5,164,28.3,True
81520,2024-05-28 13:05:21.511819+00:00,46.0,26.3,45.3,25.5,161,26.6,False
81536,2024-05-28 13:27:52.681889+00:00,44.0,26.3,45.5,25.6,194,26.3,False
81552,2024-05-28 13:41:53.417628+00:00,47.0,26.3,46.5,25.5,208,26.3,False
81568,2024-05-28 13:55:54.136367+00:00,49.0,26.4,48.0,25.6,226,26.6,False
81586,2024-05-28 14:03:50.823512+00:00,51.0,26.6,50.7,25.8,215,26.7,False
81602,2024-05-28 14:23:51.786968+00:00,49.0,26.7,49.1,26.0,207,26.6,False
81618,2024-05-28 14:33:52.298396+00:00,49.0,26.8,48.5,26.0,197,26.6,False
81634,2024-05-28 14:53:53.277413+00:00,47.0,26.9,47.3,26.1,187,26.4,False
81650,2024-05-28 15:03:53.755217+00:00,47.0,26.9,47.1,26.1,176,26.5,False
81668,2024-05-28 15:22:49.678950+00:00,47.0,26.9,46.8,26.2,173,26.8,False
81684,2024-05-28 15:42:50.699281+00:00,47.0,27.1,46.6,26.3,171,26.9,False
81700,2024-05-28 15:52:51.187625+00:00,46.0,27.0,44.9,26.3,171,26.8,False
81716,2024-05-28 16:12:52.105677+00:00,44.0,27.0,44.8,26.3,157,26.7,False
81732,2024-05-28 16:22:52.659869+00:00,43.0,27.0,43.2,26.3,151,26.6,False
81750,2024-05-28 16:42:49.923172+00:00,42.0,26.9,42.7,26.2,144,26.6,False
81766,2024-05-28 16:52:50.274369+00:00,42.0,26.9,42.3,26.2,147,26.7,False
81782,2024-05-28 17:12:51.208337+00:00,41.0,26.8,41.6,26.2,124,26.6,False
81798,2024-05-28 17:22:51.721355+00:00,41.0,26.8,41.1,26.2,121,26.1,False
81814,2024-05-28 17:42:52.731924+00:00,41.0,26.7,40.9,26.1,107,25.6,False
81832,2024-05-28 17:56:52.403487+00:00,41.0,26.6,40.7,26.0,107,25.6,False
81848,2024-05-28 18:06:52.866004+00:00,41.0,26.6,40.7,26.0,115,25.6,False
81864,2024-05-28 18:26:53.787189+00:00,41.0,26.6,40.8,26.0,116,25.6,False
81880,2024-05-28 18:36:54.145971+00:00,41.0,26.6,40.8,26.0,114,25.7,False
81896,2024-05-28 18:56:55.009407+00:00,41.0,26.5,40.8,25.9,115,26.1,False
81914,2024-05-28 19:23:49.965238+00:00,41.0,26.5,40.9,25.9,117,27.1,False
81930,2024-05-28 19:38:50.663844+00:00,41.0,26.4,40.8,25.9,114,28.1,False
81946,2024-05-28 19:53:51.356247+00:00,41.0,26.4,40.6,25.9,120,29.1,False
81962,2024-05-28 20:08:52.058366+00:00,41.0,26.5,40.6,25.9,108,29.9,False
81980,2024-05-28 20:25:58.899994+00:00,41.0,26.5,40.5,26.0,105,30.4,False
81996,2024-05-28 20:35:59.322538+00:00,41.0,26.5,40.3,26.0,103,30.4,False
82012,2024-05-28 20:57:03.412643+00:00,41.0,26.5,40.3,26.0,98,29.6,False
82028,2024-05-28 21:12:08.140915+00:00,41.0,26.5,40.3,26.0,103,28.6,False
82044,2024-05-28 21:27:13.892272+00:00,41.0,26.5,40.4,26.0,113,27.3,False
82064,2024-05-28 21:37:17.136242+00:00,41.0,26.5,40.4,26.0,106,26.1,False
82080,2024-05-28 21:57:09.093019+00:00,41.0,26.5,40.4,26.0,106,25.3,False
82096,2024-05-28 22:07:09.616114+00:00,41.0,26.4,40.2,25.9,107,24.3,False
82112,2024-05-28 22:27:50.628633+00:00,41.0,26.4,40.2,25.8,117,23.8,False
82128,2024-05-28 22:42:51.349031+00:00,41.0,26.4,40.4,25.8,106,23.3,False
82146,2024-05-28 22:54:16.918624+00:00,41.0,26.4,40.4,25.7,113,23.1,False
82162,2024-05-28 23:04:17.396890+00:00,40.0,26.3,40.3,25.7,113,22.8,False
82178,2024-05-28 23:24:18.408250+00:00,40.0,26.2,40.4,25.6,110,22.7,False
82194,2024-05-28 23:34:18.907647+00:00,41.0,26.2,40.4,25.5,112,22.6,False
82210,2024-05-28 23:54:19.964917+00:00,40.0,26.2,40.4,25.5,113,22.5,False
82228,2024-05-29 00:13:15.973701+00:00,40.0,26.1,40.4,25.4,105,22.4,False
82244,2024-05-29 00:23:16.485891+00:00,41.0,26.1,40.4,25.4,98,22.3,False
82260,2024-05-29 00:43:17.511267+00:00,40.0,26.0,40.4,25.3,103,22.2,False
82276,2024-05-29 00:53:18.029957+00:00,40.0,26.1,40.3,25.3,96,22.2,False
82292,2024-05-29 01:13:19.117888+00:00,40.0,26.0,40.2,25.3,100,22.2,False
82310,2024-05-29 01:24:17.012225+00:00,40.0,26.0,40.2,25.2,95,22.1,False
82326,2024-05-29 01:34:38.464823+00:00,40.0,25.9,40.3,25.2,95,22.0,False
82342,2024-05-29 01:54:39.369461+00:00,40.0,25.9,40.4,25.2,93,22.0,False
82358,2024-05-29 02:04:39.687304+00:00,40.0,25.9,40.3,25.1,97,21.9,False
82374,2024-05-29 02:24:40.693211+00:00,40.0,25.9,40.4,25.1,96,21.9,False
82392,2024-05-29 02:38:40.438173+00:00,40.0,25.8,40.4,25.0,98,21.8,False
82408,2024-05-29 02:56:44.276004+00:00,40.0,25.8,40.3,25.0,92,21.8,False
82424,2024-05-29 03:06:44.661201+00:00,40.0,25.8,40.3,25.0,102,21.8,False
82440,2024-05-29 03:26:45.594442+00:00,40.0,25.7,40.3,25.0,95,21.7,False
82456,2024-05-29 03:36:46.108233+00:00,40.0,25.7,40.3,24.9,92,21.6,False
82474,2024-05-29 04:09:14.937218+00:00,40.0,25.7,40.2,24.9,91,21.6,False
82490,2024-05-29 04:24:15.686289+00:00,40.0,25.7,40.2,24.9,87,21.6,False
82506,2024-05-29 04:39:16.391307+00:00,40.0,25.6,40.1,24.9,86,21.6,False
82522,2024-05-29 04:54:17.084609+00:00,40.0,25.7,40.0,24.9,82,21.6,False
82540,2024-05-29 05:09:53.051758+00:00,39.0,25.6,39.7,24.8,78,21.6,False
82556,2024-05-29 05:19:53.587549+00:00,40.0,25.6,39.6,24.8,78,21.5,False
82572,2024-05-29 05:39:54.683094+00:00,40.0,25.6,39.7,24.8,79,21.5,False
82588,2024-05-29 05:49:55.178735+00:00,40.0,25.5,39.7,24.7,76,21.5,False
82604,2024-05-29 06:09:56.201773+00:00,40.0,25.5,39.7,24.7,79,21.6,True
82624,2024-05-29 06:28:08.424595+00:00,40.0,25.5,39.7,24.7,74,21.3,True
82640,2024-05-29 06:39:44.236050+00:00,39.0,25.5,39.4,24.6,72,21.1,True
82656,2024-05-29 06:57:15.848576+00:00,39.0,25.4,39.1,24.7,74,21.1,True
82672,2024-05-29 07:09:20.440653+00:00,39.0,25.5,39.3,24.6,151,21.1,True
82688,2024-05-29 07:25:46.491413+00:00,42.0,25.5,39.7,24.6,127,21.1,True
82706,2024-05-29 07:34:42.662345+00:00,42.0,25.4,41.5,24.5,98,21.3,True
82722,2024-05-29 07:54:43.630645+00:00,41.0,25.4,40.5,24.5,91,21.4,True
82738,2024-05-29 08:04:44.123249+00:00,40.0,25.3,40.0,24.5,80,21.4,True
82754,2024-05-29 08:24:45.150412+00:00,40.0,25.3,39.6,24.5,77,21.6,True
82770,2024-05-29 08:34:45.663797+00:00,39.0,25.3,39.4,24.5,71,21.9,True
82786,2024-05-29 08:54:46.669018+00:00,39.0,25.2,39.1,24.5,69,22.0,True
82802,2024-05-29 09:04:47.153822+00:00,39.0,25.2,39.2,24.5,64,22.0,True
82818,2024-05-29 09:24:48.121684+00:00,39.0,25.2,39.2,24.5,69,22.6,True
82834,2024-05-29 09:34:48.589575+00:00,39.0,25.2,39.1,24.5,66,22.6,True
82850,2024-05-29 09:54:49.586985+00:00,39.0,25.2,39.1,24.5,65,22.6,True
82864,2024-05-29 10:06:25.144340+00:00,39.0,25.3,39.1,24.5,70,22.3,True
82880,2024-05-29 10:26:26.152570+00:00,40.0,25.3,39.2,24.5,67,22.8,True
82896,2024-05-29 10:42:26.930577+00:00,40.0,25.3,39.4,24.5,75,23.1,True
82912,2024-05-29 10:57:27.010241+00:00,40.0,25.3,39.6,24.5,64,22.1,True
82928,2024-05-29 11:12:28.414300+00:00,40.0,25.3,39.7,24.5,66,22.3,True
82946,2024-05-29 11:24:54.002718+00:00,40.0,25.3,40.0,24.6,71,22.8,True
82962,2024-05-29 11:34:54.475777+00:00,40.0,25.3,40.3,24.6,79,23.0,True
82978,2024-05-29 11:54:55.450815+00:00,41.0,25.4,42.0,24.6,92,23.3,True
82994,2024-05-29 12:04:55.950112+00:00,42.0,25.4,42.5,24.6,107,22.3,True
83010,2024-05-29 12:24:56.958810+00:00,42.0,25.4,43.4,24.7,105,22.5,True
83028,2024-05-29 12:33:52.404509+00:00,42.0,25.4,43.5,24.7,107,22.5,True
83044,2024-05-29 12:53:53.449459+00:00,43.0,25.5,44.5,24.8,113,23.3,True
83060,2024-05-29 13:03:53.923010+00:00,44.0,25.5,44.8,24.8,122,23.3,True
83076,2024-05-29 13:23:54.827207+00:00,44.0,25.6,45.3,24.9,117,23.4,True
83092,2024-05-29 13:33:55.329070+00:00,44.0,25.6,44.8,24.9,111,23.3,True
83110,2024-05-29 13:56:57.038651+00:00,44.0,25.6,44.5,24.9,90,22.4,True
83126,2024-05-29 14:06:57.483345+00:00,44.0,25.6,44.6,24.9,78,21.9,True
83142,2024-05-29 14:26:58.488066+00:00,44.0,25.6,44.0,24.9,78,22.3,True
83158,2024-05-29 14:36:58.909353+00:00,44.0,25.6,43.8,24.9,74,22.8,True
83174,2024-05-29 14:56:59.906944+00:00,43.0,25.6,43.1,24.9,73,23.0,True
83190,2024-05-29 15:07:00.368281+00:00,43.0,25.6,43.2,24.9,69,23.1,True
83206,2024-05-29 15:27:01.326404+00:00,42.0,25.6,42.4,24.9,64,23.1,True
83222,2024-05-29 15:37:01.761618+00:00,42.0,25.6,42.1,24.9,62,22.8,True
83238,2024-05-29 15:57:02.717690+00:00,42.0,25.6,41.6,24.9,54,22.6,True
83254,2024-05-29 16:07:03.187071+00:00,42.0,25.6,41.5,24.9,57,22.7,True
83274,2024-05-29 16:41:11.776964+00:00,42.0,25.6,41.9,24.9,57,22.5,True
83290,2024-05-29 16:56:12.484530+00:00,43.0,25.6,43.5,24.9,115,22.8,True
83306,2024-05-29 17:11:13.223450+00:00,47.0,25.7,48.1,25.0,149,22.8,True
83322,2024-05-29 17:26:13.947590+00:00,47.0,25.7,49.5,25.0,154,21.3,True
83338,2024-05-29 17:41:14.651696+00:00,46.0,25.8,49.0,25.0,141,19.9,True
